epstrailingtwelvemonths.raw,forwardpe.fmt,meta.eventtype,longname,earningstimestampend.longfmt,pricetobook.raw,earningstimestamp.raw,twohundreddayaveragechangepercent.fmt,messageboardid,earningstimestampend.raw,fiftytwoweekrange.fmt,financialcurrency,marketstate,postmarketprice.fmt,twohundreddayaveragechangepercent.raw,fiftytwoweeklowchange.raw,isearningsdateestimate,earningscalltimestampend.longfmt,fiftytwoweekhighchangepercent.fmt,fiftytwoweeklowchangepercent.fmt,asksize.longfmt,earningstimestampstart.fmt,pricetobook.fmt,regularmarketdayrange.raw,dividendrate.raw,regularmarketdayrange.fmt,earningscalltimestampstart.longfmt,fiftytwoweekhighchange.raw,dividendyield.fmt,language,regularmarketvolume.fmt,regularmarketdayhigh.raw,twohundreddayaverage.fmt,fiftytwoweekhigh.raw,sourceinterval,triggerable,firsttradedatemilliseconds,trailingannualdividendrate.fmt,exchangedatadelayedby,currency,averagedailyvolume3month.longfmt,fiftytwoweekhighchange.fmt,trailingannualdividendyield.raw,regularmarketprice.fmt,postmarkettime.fmt,twohundreddayaveragechange.fmt,fiftydayaveragechangepercent.raw,dividenddate.fmt,meta.splitratio,ipoexpecteddate,epsforward.fmt,fiftytwoweeklow.fmt,fiftytwoweekrange.raw,twohundreddayaverage.raw,earningscalltimestampend.fmt,epsforward.raw,postmarketchange.fmt,fullexchangename,custompricealertconfidence,regularmarketopen.fmt,shortname,fiftytwoweekhigh.fmt,trailingannualdividendyield.fmt,exchangetimezoneshortname,asksize.fmt,dividendyield.raw,tradeable,regularmarkettime.fmt,sharesoutstanding.raw,postmarketchangepercent.fmt,exchange,earningscalltimestampstart.fmt,ask.raw,epscurrentyear.fmt,market,region,symbol,fiftydayaveragechangepercent.fmt,hasprepostmarketdata,averagedailyvolume10day.longfmt,bidsize.longfmt,fiftydayaveragechange.raw,fiftydayaverage.fmt,earningscalltimestampend.raw,regularmarketprice.raw,priceepscurrentyear.fmt,trailingannualdividendrate.raw,quotetype,gmtoffsetmilliseconds,epstrailingtwelvemonths.fmt,regularmarketchange.fmt,fiftytwoweeklow.raw,asksize.raw,epscurrentyear.raw,dividenddate.longfmt,bid.fmt,meta.amount,priceepscurrentyear.raw,meta.dateepochms,fiftytwoweekchangepercent.raw,earningstimestamp.longfmt,ask.fmt,typedisp,regularmarketpreviousclose.raw,regularmarketvolume.longfmt,marketcap.longfmt,displayname,fiftydayaverage.raw,averagedailyvolume10day.raw,trailingpe.raw,averagedailyvolume3month.fmt,postmarketchange.raw,regularmarketchangepercent.raw,postmarkettime.raw,marketcap.fmt,pricehint,trailingpe.fmt,earningstimestampstart.raw,averagedailyvolume3month.raw,bookvalue.raw,fiftytwoweekhighchangepercent.raw,bidsize.fmt,fiftytwoweeklowchange.fmt,regularmarketpreviousclose.fmt,fiftytwoweekchangepercent.fmt,cryptotradeable,fiftytwoweeklowchangepercent.raw,marketcap.raw,regularmarketchangepercent.fmt,forwardpe.raw,dividenddate.raw,exchangetimezonename,bidsize.raw,bookvalue.fmt,bid.raw,postmarketchangepercent.raw,prevname,postmarketprice.raw,dividendrate.fmt,earningstimestampend.fmt,regularmarketvolume.raw,regularmarketchange.raw,averageanalystrating,header,namechangedate,regularmarkettime.raw,sharesoutstanding.longfmt,twohundreddayaveragechange.raw,regularmarketdaylow.raw,fiftydayaveragechange.fmt,quotesourcename,message,earningstimestampstart.longfmt,averagedailyvolume10day.fmt,regularmarketopen.raw,sharesoutstanding.fmt,earningstimestamp.fmt,earningscalltimestampstart.raw,regularmarketdayhigh.fmt,regularmarketdaylow.fmt,company_name
1.86,12.27,,GSK plc,2026-04-29T16:00,4.9554534,1777492800.0,20.98%,finmb_275442,1777492800.0,15.54 - 31.48,GBP,CLOSED,,0.20984812,11.46,False,2026-02-04T11:00,-14.23%,73.75%,469,2026-04-29,4.96,30.15 - 30.15,0.98,30.15 - 30.15,2026-02-04T11:00,-4.4799995,3.62%,en-US,507,30.15,22.32,31.48,15,False,1262701800000,0.66,0,USD,"2,490",-4.48,0.024408285,27.00,,4.68,0.003016466,2019-10-09,,,2.20,15.54,15.54 - 31.48,22.31685,2026-02-04,2.2,,OTC Markets OTCPK,LOW,30.15,GSK plc,31.48,2.44%,EDT,469,3.62,False,4:00PM EDT,4006246513.0,,PNK,2026-02-04,28.35,,us_market,US,GLAXF,0.30%,False,"1,200",100,0.081199646,26.92,1770202800.0,27.0,,0.66,EQUITY,-14400000,1.86,-0.04,15.54,469.0,,2019-10-09T20:00,25.65,,,,35.13243,2026-04-29T16:00,28.35,Equity,27.04,507,"108,168,650,752",GSK,26.9188,1200,14.516129,"2,490",,-0.14793238,,108.169B,2,14.52,1777492800.0,2490,5.448543,-0.14231257,100,11.46,27.04,35.13%,False,0.73745173,108168650752.0,-0.15%,12.272727,1570665600.0,America/New_York,100,5.45,25.65,,GlaxoSmithKline plc,,0.98,2026-04-29,507,-0.040000916,,,2026-03-13,1773432000,"4,006,246,513",4.6831493,30.15,0.08,Delayed Quote,,2026-04-29T16:00,"1,200",30.15,4.006B,2026-04-29,1770202800.0,30.15,30.15,GSK plc
5.74,,,EssilorLuxottica Société anonyme,2026-02-11T16:00,2.4114976,1770843600.0,-25.13%,finmb_433057,1770843600.0,233.82 - 376.38,EUR,CLOSED,,-0.25128534,-0.5700073,False,2026-02-11T17:30,-38.03%,-0.24%,100,2026-02-11,2.41,233.82 - 235.05,4.75,233.82 - 235.05,2026-02-11T17:30,-143.13,2.04%,en-US,24,235.05,311.53,376.38,15,False,1287149400000,4.00,0,USD,"5,876",-143.13,0.016363934,233.25,,-78.28,-0.20814686,2018-04-29,,,,233.82,233.82 - 376.38,311.5339,2026-02-11,,,OTC Markets OTCPK,LOW,235.05,EssilorLuxottica,376.38,1.64%,EDT,100,2.04,False,4:00PM EDT,463193721.0,,PNK,2026-02-11,244.45,,us_market,US,ESLOF,-20.81%,False,"3,200",6,-61.312195,294.56,1770831000.0,233.25,,4.0,EQUITY,-14400000,5.74,-11.19,233.82,100.0,,2018-04-29T20:00,233.00,,,,-14.799583,2026-02-11T16:00,244.45,Equity,244.44,24,"108,039,938,048",,294.5622,3200,40.63589,"5,876",,-4.5778112,,108.04B,2,40.64,1770843600.0,5876,96.72413,-0.38028058,6,-0.57,244.44,-14.80%,False,-0.002437804,108039938048.0,-4.58%,,1525046400.0,America/New_York,6,96.72,233.0,,,,4.75,2026-02-11,24,-11.190002,,,,1773432000,"463,193,721",-78.283905,233.82,-61.31,Delayed Quote,,2026-02-11T16:00,"3,200",235.05,463.194M,2026-02-11,1770831000.0,235.05,233.82,EssilorLuxottica Société anonyme
2.87,23.30,,EssilorLuxottica Société anonyme,2025-07-28T12:00,1.203009,,-25.34%,finmb_433057,1753718400.0,116.56 - 186.81,EUR,CLOSED,,-0.25339857,-0.19999695,False,2025-02-12T17:30,-37.71%,-0.17%,597,2025-07-28,1.20,116.56 - 118.91,2.25,116.56 - 118.91,2025-02-12T17:30,-70.45,1.94%,en-US,"15,987",118.91,155.85,186.81,15,False,1201703400000,4.00,0,USD,"109,085",-70.45,0.033074252,116.36,,-39.49,-0.21139455,2025-06-25,,,4.99,116.56,116.56 - 186.81,155.8529,2025-02-12,4.995,,OTC Markets OTCPK,LOW,118.70,EssilorLuxottica,186.81,3.31%,EDT,597,1.94,False,4:00PM EDT,926387442.0,,PNK,2025-02-12,116.74,4.47,us_market,US,ESLOY,-21.14%,False,"136,800",100,-31.191605,147.55,1739381400.0,116.36,26.06,4.0,EQUITY,-14400000,2.87,-4.58,116.56,597.0,4.465,2025-06-25T20:00,116.38,,26.060469,,-16.304499,,116.74,Equity,120.94,"15,987","107,794,448,384",,147.5516,136800,40.543556,"109,085",,-3.7870033,,107.794B,2,40.54,1753718400.0,109085,96.72413,-0.37712112,100,-0.20,120.94,-16.30%,False,-0.0017158283,107794448384.0,-3.79%,23.295296,1750896000.0,America/New_York,100,96.72,116.38,,,,2.25,2025-07-28,15987,-4.580002,,,,1773432000,"926,387,442",-39.492905,116.56,-31.19,Delayed Quote,,2025-07-28T12:00,"136,800",118.7,926.387M,,1739381400.0,118.91,116.56,EssilorLuxottica Société anonyme
3.72,10.40,,GSK plc,2026-04-29T08:30,9.798949,1777465800.0,17.90%,finmb_275442,1777465800.0,32.38 - 61.70,GBP,CLOSED,53.95,0.17904532,21.009998,False,2026-02-04T11:00,-13.47%,64.89%,500,2026-04-29,9.80,53.37 - 54.73,1.78,53.37 - 54.73,2026-02-04T11:00,-8.310001,3.34%,en-US,4.434M,54.73,45.28,61.7,15,False,323101800000,0.66,0,USD,"5,244,303",-8.31,0.012159175,53.39,7:56PM EDT,8.11,-0.015017327,2026-04-08,,,5.13,32.38,32.38 - 61.7,45.2824,2026-02-04,5.13335,0.56,NYSE,LOW,54.48,GSK plc,61.70,1.22%,EDT,500,3.34,False,4:00PM EDT,2003123257.0,1.05%,NYQ,2026-02-04,53.48,4.77,us_market,US,GSK,-1.50%,True,"5,201,640",300,-0.8139992,54.20,1770202800.0,53.39,11.19,0.66,EQUITY,-14400000,3.72,-0.89,32.38,500.0,4.77134,2026-04-08T20:00,53.47,,11.189729,,34.857143,2026-04-29T08:30,53.48,Equity,54.28,"4,434,044","106,946,748,416",,54.204,5201640,14.35215,5.244M,0.5600014,-1.63965,1773446161.0,106.947B,2,14.35,1777465800.0,5244303,5.448543,-0.13468398,300,21.01,54.28,34.86%,False,0.64885724,106946748416.0,-1.64%,10.400616,1775692800.0,America/New_York,300,5.45,53.47,1.0488881,GlaxoSmithKline plc,53.95,1.78,2026-04-29,4434044,-0.889999,3.0 - Hold,,2026-03-13,1773432002,"2,003,123,257",8.107601,53.37,-0.81,Delayed Quote,,2026-04-29T08:30,5.202M,54.48,2.003B,2026-04-29,1770202800.0,54.73,53.37,GSK plc
12.13,27.58,,Spotify Technology S.A.,2026-04-28T08:30,11.07014,1770730200.0,-18.06%,finmb_225595077,1777379400.0,405.00 - 785.00,EUR,CLOSED,515.60,-0.18062416,111.06,True,2026-02-10T13:00,-34.26%,27.42%,80,2026-04-28,11.07,506.35 - 519.545,,506.35 - 519.54,2026-02-10T13:00,-268.94,,en-US,1.163M,519.545,629.82,785.0,15,False,1522762200000,0.00,0,USD,"2,876,138",-268.94,0.0,516.06,8:00PM EDT,-113.76,0.017042147,,,,18.71,405.00,405.0 - 785.0,629.82086,2026-02-10,18.710558,-0.46,NYSE,LOW,511.68,Spotify Technology S.A.,785.00,0.00%,EDT,80,,False,4:00PM EDT,205832527.0,-0.09%,NYQ,2026-02-10,515.92,13.05,us_market,US,SPOT,1.70%,True,"2,669,920",80,8.6474,507.41,1770728400.0,516.06,39.56,0.0,EQUITY,-14400000,12.13,6.47,405.0,80.0,13.04623,,513.00,,39.556255,,-14.707261,2026-02-10T08:30,515.92,Equity,509.59,"1,162,913","106,253,664,256",Spotify Technology,507.4126,2669920,42.544106,2.876M,-0.46002197,1.26965,1773446400.0,106.254B,2,42.54,1777379400.0,2876138,46.6173,-0.34259874,80,111.06,509.59,-14.71%,False,0.27422222,106253664256.0,1.27%,27.581219,,America/New_York,80,46.62,513.0,-0.08914118,,515.6,,2026-04-28,1162913,6.47,1.6 - Buy,,,1773432002,"205,832,527",-113.760864,506.35,8.65,Delayed Quote,,2026-04-28T08:30,2.67M,511.68,205.833M,2026-02-10,1770728400.0,519.54,506.35,Spotify Technology S.A.
2.32,8.19,,Sanofi,2026-04-23T08:30,0.64032733,1776947400.0,-10.12%,finmb_687130,1776947400.0,43.34 - 59.17,EUR,CLOSED,43.69,-0.101206064,0.25999832,False,2026-01-29T13:30,-26.31%,0.60%,20,2026-04-23,0.64,43.49 - 44.141,2.2,43.49 - 44.14,2026-01-29T13:30,-15.57,5.04%,en-US,2.753M,44.141,48.51,59.17,15,True,1025530200000,4.12,0,USD,"4,000,906",-15.57,0.09443043,43.60,7:33PM EDT,-4.91,-0.073058344,2025-06-11,,,5.33,43.34,43.34 - 59.17,48.50945,2026-01-29,5.32645,0.09,NasdaqGS,HIGH,43.91,Sanofi,59.17,9.44%,EDT,20,5.04,False,4:00PM EDT,2415078970.0,0.21%,NMS,2026-01-29,43.73,5.01,us_market,US,SNY,-7.31%,True,"4,861,280",20,-3.4364014,47.04,1769693400.0,43.6,8.71,4.12,EQUITY,-14400000,2.32,-0.03,43.34,20.0,5.00793,2025-06-11T20:00,43.47,,8.706192,,-25.950443,2026-04-23T08:30,43.73,Equity,43.63,"2,752,987","105,297,436,672",,47.0364,4861280,18.793104,4.001M,0.09000015,-0.068766,1773444826.0,105.297B,2,18.79,1776947400.0,4000906,68.09017,-0.2631401,20,0.26,43.63,-25.95%,False,0.0059990385,105297436672.0,-0.07%,8.185564,1749686400.0,America/New_York,20,68.09,43.47,0.20642237,,43.69,2.20,2026-04-23,2752987,-0.0300026,1.9 - Buy,,,1773432001,"2,415,078,970",-4.9094505,43.49,-3.44,Nasdaq Real Time Price,,2026-04-23T08:30,4.861M,43.91,2.415B,2026-04-23,1769693400.0,44.14,43.49,Sanofi
2.24,,,Advantest Corporation,2025-08-04T02:00,24.821795,,30.33%,finmb_875505,1754287200.0,33.70 - 195.42,JPY,CLOSED,,0.30331627,111.06,False,2025-04-25T10:59,-25.92%,329.55%,300,2025-07-29,24.82,143.79 - 149.53,0.32,143.79 - 149.53,2025-04-25T10:59,-50.660004,0.22%,en-US,"17,566",149.53,111.07,195.42,15,False,1000819800000,49.00,0,USD,"64,991",-50.66,0.32885906,144.76,,33.69,-0.07935748,2021-12-07,,,,33.70,33.7 - 195.42,111.0705,2025-04-25,,,OTC Markets OTCPK,LOW,149.15,Advantest Corp.,195.42,32.89%,EDT,300,0.22,False,4:00PM EDT,726386328.0,,PNK,2025-04-25,144.57,,us_market,US,ATEYY,-7.94%,False,"70,760",902,-12.478012,157.24,1745578740.0,144.76,,49.0,EQUITY,-14400000,2.24,-4.24,33.7,300.0,,2021-12-07T19:00,143.99,,,,156.45439,,144.57,Equity,149.0,"17,566","105,151,676,416",,157.238,70760,64.625,"64,991",,-2.8456414,,105.152B,2,64.62,1753768800.0,64991,5.831971,-0.25923654,902,111.06,149.00,156.45%,False,3.295549,105151676416.0,-2.85%,,1638921600.0,America/New_York,902,5.83,143.99,,,,0.32,2025-08-04,17566,-4.2400055,,,,1773432000,"726,386,328",33.68949,143.79,-12.48,Delayed Quote,,2025-07-29T02:00,"70,760",149.155,726.386M,,1745578740.0,149.53,143.79,Advantest Corporation
29.05,24.43,,Northrop Grumman Corporation,2026-04-21T08:30,6.2483287,1769520600.0,24.06%,finmb_97199,1776774600.0,450.13 - 774.00,USD,CLOSED,735.62,0.2406256,283.58002,True,2026-01-27T14:30,-5.21%,63.00%,80,2026-04-21,6.25,728.3379 - 746.89,9.24,728.34 - 746.89,2026-01-27T14:30,-40.289978,1.26%,en-US,"376,813",746.89,591.40,774.0,15,False,378657000000,8.99,0,USD,"942,041",-40.29,0.012209697,733.71,7:57PM EDT,142.31,0.072614595,2026-03-10,,,30.04,450.13,450.13 - 774.0,591.40326,2026-01-27,30.03623,1.91,NYSE,LOW,739.95,Northrop Grumman Corporation,774.00,1.22%,EDT,80,1.26,False,4:00PM EDT,141921621.0,0.26%,NYQ,2026-01-27,734.49,27.74,us_market,US,NOC,7.26%,True,"950,020",80,49.671204,684.04,1769524200.0,733.71,26.45,8.99,EQUITY,-14400000,29.05,-2.59,450.13,80.0,27.73716,2026-03-10T20:00,728.40,,26.45224,,50.11213,2026-01-27T08:30,734.49,Equity,736.3,"376,813","104,715,141,120",Northrop Grumman,684.0388,950020,25.2568,"942,041",1.9099731,-0.351754,1773446258.0,104.715B,2,25.26,1776774600.0,942041,117.425,-0.052054234,80,283.58,736.30,50.11%,False,0.6299958,104715141120.0,-0.35%,24.4275,1773187200.0,America/New_York,80,117.43,728.4,0.26031718,,735.62,9.24,2026-04-21,376813,-2.58997,2.2 - Buy,,,1773432002,"141,921,621",142.30676,728.3379,49.67,Delayed Quote,,2026-04-21T08:30,"950,020",739.95,141.922M,2026-01-27,1769524200.0,746.89,728.34,Northrop Grumman Corporation
7.5,23.96,,Compagnie Financière Richemont SA,2026-05-22T16:00,3.9994454,1779480000.0,-9.90%,finmb_877159,1779480000.0,149.58 - 227.77,EUR,CLOSED,,-0.099020734,24.399994,False,2025-11-14T08:30,-23.62%,16.31%,100,2026-05-22,4.00,175.0 - 177.5,3.77,175.00 - 177.50,2025-11-14T08:30,-53.79001,2.17%,en-US,30,177.5,193.10,227.77,15,False,1226500200000,3.14,0,USD,970,-53.79,0.017675206,173.98,,-19.12,-0.136026,2017-09-21,,,7.26,149.58,149.58 - 227.77,193.101,2025-11-14,7.26,,OTC Markets OTCPK,LOW,177.50,Compagnie Financiere Richemont ,227.77,1.77%,EDT,100,2.17,False,4:00PM EDT,534182089.0,,PNK,2025-11-14,182.54,,us_market,US,CFRHF,-13.60%,False,820,200,-27.3918,201.37,1763109000.0,173.98,,3.14,EQUITY,-14400000,7.50,-3.67,149.58,100.0,,2017-09-21T20:00,173.94,,,,-4.489249,2026-05-22T16:00,182.54,Equity,177.65,30,"104,049,917,952",,201.3718,820,23.197332,970,,-2.0658588,,104.05B,2,23.20,1779480000.0,970,43.50103,-0.23615931,200,24.40,177.65,-4.49%,False,0.16312337,104049917952.0,-2.07%,23.964186,1506038400.0,America/New_York,200,43.50,173.94,,,,3.77,2026-05-22,30,-3.6699982,,,,1773432000,"534,182,089",-19.121002,175.0,-27.39,Delayed Quote,,2026-05-22T16:00,820,177.5,534.182M,2026-05-22,1763109000.0,177.50,175.00,Compagnie Financière Richemont SA
8.86,16.01,,Agnico Eagle Mines Limited,2026-04-30T16:00,4.194422,1777579200.0,27.25%,finmb_248095,1777579200.0,94.77 - 255.24,USD,CLOSED,207.12,0.27245638,112.77,False,2026-05-01T12:30,-18.69%,118.99%,"1,200",2026-04-30,4.19,206.65 - 216.65,1.8,206.65 - 216.65,2026-05-01T12:30,-47.700012,0.87%,en-US,2.698M,216.65,163.10,255.24,15,False,99153000000,1.60,0,USD,"2,739,228",-47.70,0.0073313783,207.54,7:59PM EDT,44.44,-0.013290251,2026-12-14,,,12.97,94.77,94.77 - 255.24,163.10185,2026-05-01,12.96501,-0.42,NYSE,LOW,216.97,Agnico Eagle Mines Limited,255.24,0.73%,EDT,"1,200",0.87,False,4:00PM EDT,500307805.0,-0.20%,NYQ,2026-05-01,207.37,13.33,us_market,US,AEM,-1.33%,True,"2,558,930",200,-2.7954102,210.34,1777638600.0,207.54,15.57,1.6,EQUITY,-14400000,8.86,-10.70,94.77,1200.0,13.32585,2026-12-14T19:00,207.61,,15.574241,,107.29482,2026-04-30T16:00,207.37,Equity,218.24,"2,697,502","103,833,878,528",Agnico Eagle Mines,210.3354,2558930,23.42438,2.739M,-0.41999817,-4.90286,1773446398.0,103.834B,2,23.42,1777579200.0,2739228,49.48,-0.18688297,200,112.77,218.24,107.29%,False,1.1899335,103833878528.0,-4.90%,16.0077,1797292800.0,America/New_York,200,49.48,207.61,-0.20236975,,207.12,1.80,2026-04-30,2697502,-10.7,1.9 - Buy,,,1773432003,"500,307,805",44.43814,206.65,-2.80,Nasdaq Real Time Price,,2026-04-30T16:00,2.559M,216.97,500.308M,2026-04-30,1777638600.0,216.65,206.65,Agnico Eagle Mines Limited
3.93,7.66,,Intesa Sanpaolo S.p.A.,2025-07-30T06:59,7.806197,,-8.82%,finmb_661063,1753873140.0,25.13 - 43.62,EUR,CLOSED,,-0.08816611,9.879999,False,2025-05-06T13:00,-19.74%,39.32%,500,2025-07-30,7.81,35.04 - 35.81,2.45,35.04 - 35.81,2025-05-06T13:00,-8.610001,7.00%,en-US,"58,415",35.81,38.40,43.62,15,False,1168439400000,0.00,0,USD,"425,568",-8.61,0.0,35.01,,-3.39,-0.14571004,2025-12-07,,,4.57,25.13,25.13 - 43.62,38.39515,2025-05-06,4.57336,,OTC Markets OTCPK,LOW,35.81,Intesa Sanpaolo S.p.A.,43.62,0.00%,EDT,500,7.0,False,4:00PM EDT,2897710445.0,,PNK,2025-05-06,35.07,4.15,us_market,US,ISNPY,-14.57%,False,"322,980",300,-5.971401,40.98,1746536400.0,35.01,8.44,0.0,EQUITY,-14400000,3.93,-0.77,25.13,500.0,4.14684,2025-12-07T19:00,35.06,,8.442573,,12.621975,,35.07,Equity,35.78,"58,415","101,947,465,728",,40.9814,322980,8.908397,"425,568",,-2.1520417,,101.947B,2,8.91,1753873140.0,425568,4.484898,-0.19738653,300,9.88,35.78,12.62%,False,0.39315557,101947465728.0,-2.15%,7.655203,1765152000.0,America/New_York,300,4.48,35.06,,,,2.45,2025-07-30,58415,-0.77000046,3.0 - Hold,,,1773432000,"2,897,710,445",-3.385151,35.04,-5.97,Delayed Quote,,2025-07-30T06:59,"322,980",35.81,2.898B,,1746536400.0,35.81,35.04,Intesa Sanpaolo S.p.A.
1.98,,DIVIDEND,"Mitsui & Co., Ltd.",2026-04-30T16:00,1.9634743,1770152400.0,37.68%,finmb_91829,1777579200.0,16.95 - 40.38,JPY,CLOSED,,0.37675014,19.423,True,2026-02-03T07:30,-9.92%,114.59%,100,2026-04-30,1.96,36.9 - 36.9,0.78,36.90 - 36.90,2026-02-03T07:30,-4.007,2.13%,en-US,100,36.9,26.42,40.38,15,False,1021901400000,105.00,0,USD,"7,385",-4.01,2.8752942,36.37,,9.95,0.066527404,2021-06-20,,,,16.95,16.95 - 40.38,26.419464,2026-02-03,,,OTC Markets OTCPK,LOW,36.90,"Mitsui & Co., Ltd.",40.38,287.53%,EDT,100,2.13,False,4:00PM EDT,2847776615.0,,PNK,2026-02-03,38.74,,us_market,US,MITSF,6.65%,False,"4,170",300,2.2688599,34.10,1770103800.0,36.373,,105.0,EQUITY,-14400000,1.98,-0.15,16.95,100.0,,2021-06-20T20:00,36.00,60.00,,1774843200000.0,84.43434,2026-02-03T16:00,38.74,Equity,36.518,100,"103,582,179,328",Mitsui &,34.10414,4170,18.370203,"7,385",,-0.3970657,,103.582B,2,18.37,1777579200.0,7385,18.524817,-0.099232286,300,19.42,36.52,84.43%,False,1.1458997,103582179328.0,-0.40%,,1624233600.0,America/New_York,300,18.52,36.0,,,,0.78,2026-04-30,100,-0.14500046,,Dividend,,1773432000,"2,847,776,615",9.953537,36.9,2.27,Delayed Quote,"MITSF announced a cash dividend of $60.00 with an ex-date of Mar. 30, 2026",2026-04-30T16:00,"4,170",36.9,2.848B,2026-02-03,1770103800.0,36.90,36.90,"Mitsui & Co., Ltd."
6.31,18.60,,Duke Energy Corporation,2026-05-05T08:30,2.0364308,1770730200.0,9.57%,finmb_267850,1777984200.0,111.22 - 134.12,USD,CLOSED,133.70,0.09567818,21.929993,True,2026-02-10T15:00,-0.72%,19.72%,400,2026-05-05,2.04,132.73 - 134.12,4.26,132.73 - 134.12,2026-02-10T15:00,-0.9700012,3.20%,en-US,3.999M,134.12,121.52,134.12,15,False,322151400000,4.22,0,USD,"4,290,130",-0.97,0.03201335,133.15,7:58PM EDT,11.63,0.07914419,2026-03-15,,,7.16,111.22,111.22 - 134.12,121.5229,2026-02-10,7.15881,0.55,NYSE,LOW,132.49,Duke Energy Corporation (Holdin,134.12,3.20%,EDT,400,3.2,False,4:00PM EDT,777670866.0,0.41%,NYQ,2026-02-10,134.23,6.70,us_market,US,DUK,7.91%,True,"5,223,470",200,9.76519,123.38,1770735600.0,133.15,19.87,4.22,EQUITY,-14400000,6.31,1.33,111.22,400.0,6.70124,2026-03-15T20:00,133.01,,19.869455,,9.113479,2026-02-10T08:30,134.23,Equity,131.82,"3,999,495","103,546,871,808",Duke Energy,123.3848,5223470,21.101425,4.29M,0.55000305,1.00894,1773446288.0,103.547B,2,21.10,1777984200.0,4290130,65.384,-0.0072323387,200,21.93,131.82,9.11%,False,0.1971767,103546871808.0,1.01%,18.599459,1773619200.0,America/New_York,200,65.38,133.01,0.4130703,,133.7,4.26,2026-05-05,3999495,1.32999,2.3 - Buy,,,1773432002,"777,670,866",11.62709,132.73,9.77,Nasdaq Real Time Price,,2026-05-05T08:30,5.223M,132.49,777.671M,2026-02-10,1770735600.0,134.12,132.73,Duke Energy Corporation
4.66,9.27,,Sanofi,2026-04-23T16:00,1.2592125,1776974400.0,-11.40%,finmb_687130,1776974400.0,86.71 - 119.49,EUR,CLOSED,,-0.11395002,-0.9700012,False,2026-01-29T13:30,-28.25%,-1.12%,100,2026-04-23,1.26,97.77 - 97.77,4.38,97.77 - 97.77,2026-01-29T13:30,-33.75,5.11%,en-US,100,97.77,96.77,119.49,15,False,1207747800000,4.12,0,USD,"34,581",-33.75,0.047410816,85.74,,-11.03,-0.0885511,2018-05-14,,,9.25,86.71,86.71 - 119.49,96.76655,2026-01-29,9.25,,OTC Markets OTCPK,LOW,97.77,Sanofi,119.49,4.74%,EDT,100,5.11,False,4:00PM EDT,1207539485.0,,PNK,2026-01-29,89.51,,us_market,US,SNYNF,-8.86%,False,"1,140",100,-8.330002,94.07,1769693400.0,85.74,,4.12,EQUITY,-14400000,4.66,-1.16,86.71,100.0,,2018-05-14T20:00,84.51,,,,-26.149399,2026-04-23T16:00,89.51,Equity,86.9,100,"103,534,428,160",,94.07,1140,18.399141,"34,581",,-1.3348719,,103.534B,2,18.40,1776974400.0,34581,68.09017,-0.2824504,100,-0.97,86.90,-26.15%,False,-0.011186728,103534428160.0,-1.33%,9.269189,1526342400.0,America/New_York,100,68.09,84.51,,,,4.38,2026-04-23,100,-1.1600037,,,,1773432000,"1,207,539,485",-11.02655,97.77,-8.33,Delayed Quote,,2026-04-23T16:00,"1,140",97.77,1.208B,2026-04-23,1769693400.0,97.77,97.77,Sanofi
39.62,19.13,,"Mitsui & Co., Ltd.",2026-04-30T16:00,39.028187,1770152400.0,37.28%,finmb_91829,1777579200.0,333.10 - 771.06,JPY,CLOSED,,0.37280536,389.88998,True,2026-02-03T07:30,-6.23%,117.05%,100,2026-04-30,39.03,721.76 - 738.38,13.89,721.76 - 738.38,2026-02-03T07:30,-48.070007,1.92%,en-US,792,738.38,526.65,771.06,15,False,322151400000,105.00,0,USD,"6,383",-48.07,0.14504565,722.99,,196.34,0.060691737,2021-12-08,,,37.79,333.10,333.1 - 771.06,526.6515,2026-02-03,37.79,,OTC Markets OTCPK,LOW,723.81,"Mitsui & Co., Ltd.",771.06,14.50%,EDT,100,1.92,False,4:00PM EDT,142388831.0,,PNK,2026-02-03,723.73,,us_market,US,MITSY,6.07%,False,"9,300",32,41.368774,681.62,1770103800.0,722.99,,105.0,EQUITY,-14400000,39.62,-0.92,333.1,100.0,,2021-12-08T19:00,721.75,,,,83.26836,2026-02-03T16:00,723.73,Equity,723.91,792,"102,945,701,888",,681.6212,9300,18.248108,"6,383",,-0.12708527,,102.946B,2,18.25,1777579200.0,6383,18.524817,-0.06234276,32,389.89,723.91,83.27%,False,1.1704893,102945701888.0,-0.13%,19.13178,1639008000.0,America/New_York,32,18.52,721.75,,,,13.89,2026-04-30,792,-0.9199829,1.0 - Strong Buy,,,1773432000,"142,388,831",196.3385,721.76,41.37,Delayed Quote,,2026-04-30T16:00,"9,300",723.81,142.389M,2026-02-03,1770103800.0,738.38,721.76,"Mitsui & Co., Ltd."
